"Year","Economic activity","Occupational group","Sex","Earnings and working hours","Mean","10%","20%","25% (1st quartile)","30%","40%","50% (median)","60%","70%","75% (3rd quartile)","80%","90%","Observations","Weighted bservations"
"2018","Construction (F)","Total","Total","Hours paid",186.3,161.6,168.5,171.3,173.3,173.3,179.7,186.5,195.4,200.5,204.7,219.0,510.0,1840.0
"2018","Construction (F)","Total","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Total","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Total","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Total","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Managers (1)","Total","Total earnings",1181,804,836,836,864,911,961,1052,1187,1415,1441,1746,60,200
"2018","Construction (F)","Managers (1)","Total","Hours paid",170.9,159.5,162.5,164.8,167.3,170.0,173.3,173.3,173.3,173.3,173.8,179.6,60.0,200.0
"2018","Construction (F)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Professionals (2)","Total","Total earnings",940,660,723,751,773,832,873,1030,1113,1143,1198,1296,60,180
"2018","Construction (F)","Professionals (2)","Total","Hours paid",170.1,159.9,162.5,163.0,164.6,170.6,172.5,173.3,173.3,173.3,173.3,173.3,60.0,180.0
"2018","Construction (F)","Professionals (2)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Professionals (2)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Professionals (2)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Professionals (2)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Technicians and associate professionals (3)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Technicians and associate professionals (3)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Clerks (4)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Clerks (4)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft and related trades workers (7)","Total","Total earnings",779,574,637,649,663,715,756,801,846,899,938,1043,180,910
"2018","Construction (F)","Craft and related trades workers (7)","Total","Hours paid",191.0,163.9,172.1,173.3,175.9,182.8,188.2,195.4,201.3,203.2,207.2,219.0,180.0,910.0
"2018","Construction (F)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Plant and machine operators and assemblers (8)","Total","Total earnings",663,453,525,536,561,592,661,690,716,741,786,917,70,200
"2018","Construction (F)","Plant and machine operators and assemblers (8)","Total","Hours paid",201.4,172.8,180.2,184.7,186.8,193.0,197.7,206.1,212.0,218.7,222.9,240.3,70.0,200.0
"2018","Construction (F)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Elementary occupations (9)","Total","Total earnings",570,397,408,440,492,533,576,630,649,656,682,744,70,170
"2018","Construction (F)","Elementary occupations (9)","Total","Hours paid",197.3,170.1,173.3,174.6,178.4,187.1,192.1,197.7,209.5,215.6,223.2,237.6,70.0,170.0
"2018","Construction (F)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft workers","Total","Total earnings",814,637,654,669,713,752,780,835,899,938,981,1043,140,690
"2018","Construction (F)","Craft workers","Total","Hours paid",192.0,162.5,171.2,173.3,173.4,182.4,192.4,197.8,203.2,207.0,210.9,223.3,140.0,690.0
"2018","Construction (F)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","General, machine and specialized workers","Total","Total earnings",639,452,521,536,550,592,635,655,704,720,744,816,180,590
"2018","Construction (F)","General, machine and specialized workers","Total","Hours paid",195.1,168.6,176.9,179.9,180.7,186.4,189.6,197.7,202.0,207.5,211.4,230.1,180.0,590.0
"2018","Construction (F)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Total","Total","Total earnings",697,419,475,496,521,567,612,664,730,756,818,981,2590,7790
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Total","Total","Hours paid",180.7,162.5,162.5,162.5,166.9,173.2,175.0,180.6,188.1,192.1,195.2,205.9,2590.0,7790.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Total","Men","Total earnings",723,437,501,522,548,585,637,686,750,793,843,1001,1680,5780
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Total","Men","Hours paid",183.9,162.5,162.5,169.4,171.8,174.1,179.8,186.5,192.7,195.2,197.8,208.5,1680.0,5780.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Total","Women","Total earnings",624,362,417,440,461,493,539,588,656,674,711,917,910,2010
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Total","Women","Hours paid",171.4,159.7,162.5,162.5,162.5,163.9,170.5,171.9,173.4,175.9,178.5,186.7,910.0,2010.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Total","Total earnings",1247,608,701,764,809,904,934,1062,1261,1342,1478,2305,390,1040
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Total","Hours paid",170.0,162.5,162.5,162.5,162.5,162.5,162.5,171.2,171.3,173.3,174.1,181.3,390.0,1040.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Men","Total earnings",1238,671,753,787,839,916,934,1036,1254,1330,1397,2147,270,850
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Men","Hours paid",169.6,162.5,162.5,162.5,162.5,162.5,162.5,171.2,173.3,173.4,175.4,184.2,270.0,850.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Women","Total earnings",1289,540,608,608,642,794,944,1074,1601,2034,2034,2453,120,190
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Women","Hours paid",171.4,161.1,162.5,162.5,162.5,162.5,171.2,171.2,171.2,171.2,173.3,175.3,120.0,190.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Total","Total earnings",852,595,692,728,795,830,859,897,929,977,1009,1130,100,430
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Total","Hours paid",169.5,162.5,162.5,162.5,162.5,162.5,171.9,173.3,173.4,174.9,176.3,178.3,100.0,430.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Men","Total earnings",907,730,818,818,826,852,869,907,929,1009,1041,1130,50,230
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Men","Hours paid",170.0,162.5,162.5,162.5,162.5,164.2,172.4,173.0,173.4,174.9,176.3,178.3,50.0,230.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Women","Total earnings",791,477,597,599,654,692,859,889,925,961,977,1022,50,210
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Women","Hours paid",168.8,161.8,162.5,162.5,162.5,162.5,170.6,173.4,174.4,174.4,177.3,178.2,50.0,210.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Total","Total earnings",703,493,563,589,637,661,671,712,737,768,811,940,220,810
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Total","Hours paid",171.2,160.9,162.5,162.5,162.5,162.5,164.0,168.3,173.3,173.4,177.6,186.8,220.0,810.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Men","Total earnings",755,542,639,661,661,712,726,763,811,879,879,981,110,440
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Men","Hours paid",175.7,162.5,162.5,162.5,162.5,162.5,169.8,173.3,176.5,177.6,185.1,206.6,110.0,440.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Women","Total earnings",639,482,522,545,563,625,656,661,672,679,707,759,110,370
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Women","Hours paid",165.9,159.4,162.5,162.5,162.5,162.5,162.5,164.9,166.4,168.3,171.3,175.6,110.0,370.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Clerks (4)","Total","Total earnings",602,493,517,523,535,556,576,599,643,660,710,755,140,540
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Clerks (4)","Total","Hours paid",169.7,154.3,162.5,162.5,162.5,162.5,162.6,168.2,173.6,178.5,178.7,186.7,140.0,540.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Clerks (4)","Men","Total earnings",613,501,528,542,551,561,575,606,651,659,659,815,50,130
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Clerks (4)","Men","Hours paid",179.0,153.2,162.5,162.5,162.5,173.3,177.4,179.1,191.2,192.2,195.5,202.4,50.0,130.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Clerks (4)","Women","Total earnings",598,487,508,517,534,545,576,599,643,675,710,755,80,400
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Clerks (4)","Women","Hours paid",166.6,156.8,161.8,162.5,162.5,162.5,162.5,162.6,171.8,173.3,174.6,179.4,80.0,400.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Service workers and shop and market sales workers (5)","Total","Total earnings",570,403,437,463,478,511,543,582,625,662,709,754,1230,3380
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Service workers and shop and market sales workers (5)","Total","Hours paid",182.5,162.5,165.8,171.2,172.2,174.2,178.6,185.5,190.9,193.1,195.8,204.6,1230.0,3380.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Service workers and shop and market sales workers (5)","Men","Total earnings",596,420,473,492,507,537,577,612,660,696,725,766,760,2760
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Service workers and shop and market sales workers (5)","Men","Hours paid",183.8,162.5,167.6,172.0,173.3,175.5,182.2,187.1,192.1,193.7,197.1,205.7,760.0,2760.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Service workers and shop and market sales workers (5)","Women","Total earnings",454,349,373,387,394,420,440,473,496,511,525,554,470,620
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Service workers and shop and market sales workers (5)","Women","Hours paid",176.6,159.5,162.6,164.6,166.7,171.2,172.4,174.8,179.1,183.4,189.0,201.2,470.0,620.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Craft and related trades workers (7)","Total","Total earnings",618,349,382,430,451,528,584,617,667,709,785,1042,210,710
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Craft and related trades workers (7)","Total","Hours paid",192.5,173.3,173.4,175.3,176.8,183.6,189.5,194.1,197.4,200.0,203.1,225.7,210.0,710.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Plant and machine operators and assemblers (8)","Total","Total earnings",608,423,455,526,562,596,623,639,686,689,708,754,60,420
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Plant and machine operators and assemblers (8)","Total","Hours paid",194.3,176.8,185.2,185.2,186.8,192.3,193.8,197.4,199.8,204.1,207.1,214.3,60.0,420.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Elementary occupations (9)","Total","Total earnings",552,409,452,471,473,489,521,551,609,661,664,757,200,470
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Elementary occupations (9)","Total","Hours paid",201.0,173.3,179.3,182.8,185.6,191.8,196.0,204.9,217.1,219.9,226.7,232.9,200.0,470.0
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Wholesale and retail trade; repair of motor vehicles (G)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
