Year,Quarter,Region,Sex,Age,employment_description,Rate
2010,Q2,Capital region,Females,16-24,unemployment,0.19
2010,Q2,Capital region,Females,25-54,unemployment,0.072
2010,Q2,Capital region,Females,55-74,unemployment,0.04
2010,Q2,Capital region,Females,16-64,unemployment,0.09
2010,Q2,Capital region,Females,25-64,unemployment,0.065
2010,Q2,Outside Capital region,Total,16-74,unemployment,0.068
2010,Q2,Outside Capital region,Total,16-24,unemployment,0.191
2010,Q2,Outside Capital region,Total,25-54,unemployment,0.044
2010,Q2,Outside Capital region,Total,55-74,unemployment,0.026
2010,Q2,Outside Capital region,Total,16-64,unemployment,0.071
2010,Q2,Outside Capital region,Total,25-64,unemployment,0.041
2010,Q2,Outside Capital region,Males,16-74,unemployment,0.075
2010,Q2,Outside Capital region,Males,16-24,unemployment,0.229
2010,Q2,Outside Capital region,Males,25-54,unemployment,0.047
2010,Q2,Outside Capital region,Males,55-74,unemployment,0.028
2010,Q2,Outside Capital region,Males,16-64,unemployment,0.079
2010,Q2,Outside Capital region,Males,25-64,unemployment,0.045
2010,Q2,Outside Capital region,Females,16-74,unemployment,0.059
2010,Q2,Outside Capital region,Females,16-24,unemployment,0.149
2010,Q2,Outside Capital region,Females,25-54,unemployment,0.039
2010,Q2,Outside Capital region,Females,55-74,unemployment,0.023
2010,Q2,Outside Capital region,Females,16-64,unemployment,0.061
2010,Q2,Outside Capital region,Females,25-64,unemployment,0.037
2010,Q3,Total,Total,16-74,unemployment,0.064
2010,Q3,Total,Total,16-24,unemployment,0.111
2010,Q3,Total,Total,25-54,unemployment,0.06
2010,Q3,Total,Total,55-74,unemployment,0.038
2010,Q3,Total,Total,16-64,unemployment,0.066
2010,Q3,Total,Total,25-64,unemployment,0.056
2010,Q3,Total,Males,16-74,unemployment,0.061
2010,Q3,Total,Males,16-24,unemployment,0.107
2010,Q3,Total,Males,25-54,unemployment,0.054
2010,Q3,Total,Males,55-74,unemployment,0.045
2010,Q3,Total,Males,16-64,unemployment,0.063
2010,Q3,Total,Males,25-64,unemployment,0.054
2010,Q3,Total,Females,16-74,unemployment,0.068
2010,Q3,Total,Females,16-24,unemployment,0.115
2010,Q3,Total,Females,25-54,unemployment,0.066
2010,Q3,Total,Females,55-74,unemployment,0.03
2010,Q3,Total,Females,16-64,unemployment,0.069
2010,Q3,Total,Females,25-64,unemployment,0.059
2010,Q3,Capital region,Total,16-74,unemployment,0.08
2010,Q3,Capital region,Total,16-24,unemployment,0.12
2010,Q3,Capital region,Total,25-54,unemployment,0.079
2010,Q3,Capital region,Total,55-74,unemployment,0.047
2010,Q3,Capital region,Total,16-64,unemployment,0.082
2010,Q3,Capital region,Total,25-64,unemployment,0.074
2010,Q3,Capital region,Males,16-74,unemployment,0.079
2010,Q3,Capital region,Males,16-24,unemployment,0.14
2010,Q3,Capital region,Males,25-54,unemployment,0.071
2010,Q3,Capital region,Males,55-74,unemployment,0.057
2010,Q3,Capital region,Males,16-64,unemployment,0.082
2010,Q3,Capital region,Males,25-64,unemployment,0.07
2010,Q3,Capital region,Females,16-74,unemployment,0.081
2010,Q3,Capital region,Females,16-24,unemployment,0.103
2010,Q3,Capital region,Females,25-54,unemployment,0.087
2010,Q3,Capital region,Females,55-74,unemployment,0.036
2010,Q3,Capital region,Females,16-64,unemployment,0.082
2010,Q3,Capital region,Females,25-64,unemployment,0.077
2010,Q3,Outside Capital region,Total,16-74,unemployment,0.036
2010,Q3,Outside Capital region,Total,16-24,unemployment,0.095
2010,Q3,Outside Capital region,Total,25-54,unemployment,0.024
2010,Q3,Outside Capital region,Total,55-74,unemployment,0.024
2010,Q3,Outside Capital region,Total,16-64,unemployment,0.037
2010,Q3,Outside Capital region,Total,25-64,unemployment,0.025
2010,Q3,Outside Capital region,Males,16-74,unemployment,0.032
2010,Q3,Outside Capital region,Males,16-24,unemployment,0.057
2010,Q3,Outside Capital region,Males,25-54,unemployment,0.027
2010,Q3,Outside Capital region,Males,55-74,unemployment,0.027
2010,Q3,Outside Capital region,Males,16-64,unemployment,0.033
2010,Q3,Outside Capital region,Males,25-64,unemployment,0.028
2010,Q3,Outside Capital region,Females,16-74,unemployment,0.041
2010,Q3,Outside Capital region,Females,16-24,unemployment,0.141
2010,Q3,Outside Capital region,Females,25-54,unemployment,0.019
2010,Q3,Outside Capital region,Females,55-74,unemployment,0.021
2010,Q3,Outside Capital region,Females,16-64,unemployment,0.042
2010,Q3,Outside Capital region,Females,25-64,unemployment,0.021
2010,Q4,Total,Total,16-74,unemployment,0.074
2010,Q4,Total,Total,16-24,unemployment,0.154
2010,Q4,Total,Total,25-54,unemployment,0.066
2010,Q4,Total,Total,55-74,unemployment,0.038
2010,Q4,Total,Total,16-64,unemployment,0.076
2010,Q4,Total,Total,25-64,unemployment,0.061
2010,Q4,Total,Males,16-74,unemployment,0.084
2010,Q4,Total,Males,16-24,unemployment,0.148
2010,Q4,Total,Males,25-54,unemployment,0.082
2010,Q4,Total,Males,55-74,unemployment,0.045
2010,Q4,Total,Males,16-64,unemployment,0.086
2010,Q4,Total,Males,25-64,unemployment,0.076
2010,Q4,Total,Females,16-74,unemployment,0.063
2010,Q4,Total,Females,16-24,unemployment,0.159
2010,Q4,Total,Females,25-54,unemployment,0.047
2010,Q4,Total,Females,55-74,unemployment,0.03
2010,Q4,Total,Females,16-64,unemployment,0.064
2010,Q4,Total,Females,25-64,unemployment,0.044
2010,Q4,Capital region,Total,16-74,unemployment,0.082
2010,Q4,Capital region,Total,16-24,unemployment,0.144
2010,Q4,Capital region,Total,25-54,unemployment,0.078
2010,Q4,Capital region,Total,55-74,unemployment,0.041
2010,Q4,Capital region,Total,16-64,unemployment,0.084
2010,Q4,Capital region,Total,25-64,unemployment,0.071
2010,Q4,Capital region,Males,16-74,unemployment,0.099
2010,Q4,Capital region,Males,16-24,unemployment,0.158
2010,Q4,Capital region,Males,25-54,unemployment,0.096
2010,Q4,Capital region,Males,55-74,unemployment,0.064
2010,Q4,Capital region,Males,16-64,unemployment,0.101
2010,Q4,Capital region,Males,25-64,unemployment,0.09
2010,Q4,Capital region,Females,16-74,unemployment,0.065
2010,Q4,Capital region,Females,16-24,unemployment,0.133
2010,Q4,Capital region,Females,25-54,unemployment,0.059
2010,Q4,Capital region,Females,55-74,unemployment,0.017
2010,Q4,Capital region,Females,16-64,unemployment,0.066
2010,Q4,Capital region,Females,25-64,unemployment,0.051
2010,Q4,Outside Capital region,Total,16-74,unemployment,0.059
2010,Q4,Outside Capital region,Total,16-24,unemployment,0.173
2010,Q4,Outside Capital region,Total,25-54,unemployment,0.042
2010,Q4,Outside Capital region,Total,55-74,unemployment,0.034
2010,Q4,Outside Capital region,Total,16-64,unemployment,0.061
2010,Q4,Outside Capital region,Total,25-64,unemployment,0.042
2010,Q4,Outside Capital region,Males,16-74,unemployment,0.059
2010,Q4,Outside Capital region,Males,16-24,unemployment,0.13
2010,Q4,Outside Capital region,Males,25-54,unemployment,0.058
2010,Q4,Outside Capital region,Males,55-74,unemployment,0.023
2010,Q4,Outside Capital region,Males,16-64,unemployment,0.062
2010,Q4,Outside Capital region,Males,25-64,unemployment,0.05
2010,Q4,Outside Capital region,Females,16-74,unemployment,0.059
2010,Q4,Outside Capital region,Females,16-24,unemployment,0.226
2010,Q4,Outside Capital region,Females,25-54,unemployment,0.023
2010,Q4,Outside Capital region,Females,55-74,unemployment,0.052
2010,Q4,Outside Capital region,Females,16-64,unemployment,0.06
2010,Q4,Outside Capital region,Females,25-64,unemployment,0.031
2011,Q1,Total,Total,16-74,unemployment,0.078
2011,Q1,Total,Total,16-24,unemployment,0.159
2011,Q1,Total,Total,25-54,unemployment,0.062
2011,Q1,Total,Total,55-74,unemployment,0.067
2011,Q1,Total,Total,16-64,unemployment,0.079
2011,Q1,Total,Total,25-64,unemployment,0.063
2011,Q1,Total,Males,16-74,unemployment,0.099
2011,Q1,Total,Males,16-24,unemployment,0.211
2011,Q1,Total,Males,25-54,unemployment,0.078
2011,Q1,Total,Males,55-74,unemployment,0.085
2011,Q1,Total,Males,16-64,unemployment,0.103
2011,Q1,Total,Males,25-64,unemployment,0.083
2011,Q1,Total,Females,16-74,unemployment,0.055
2011,Q1,Total,Females,16-24,unemployment,0.11
2011,Q1,Total,Females,25-54,unemployment,0.044
2011,Q1,Total,Females,55-74,unemployment,0.043
2011,Q1,Total,Females,16-64,unemployment,0.054
2011,Q1,Total,Females,25-64,unemployment,0.042
2011,Q1,Capital region,Total,16-74,unemployment,0.085
2011,Q1,Capital region,Total,16-24,unemployment,0.148
2011,Q1,Capital region,Total,25-54,unemployment,0.071
2011,Q1,Capital region,Total,55-74,unemployment,0.076
2011,Q1,Capital region,Total,16-64,unemployment,0.086
2011,Q1,Capital region,Total,25-64,unemployment,0.073
2011,Q1,Capital region,Males,16-74,unemployment,0.111
2011,Q1,Capital region,Males,16-24,unemployment,0.207
2011,Q1,Capital region,Males,25-54,unemployment,0.089
2011,Q1,Capital region,Males,55-74,unemployment,0.103
2011,Q1,Capital region,Males,16-64,unemployment,0.114
2011,Q1,Capital region,Males,25-64,unemployment,0.096
2011,Q1,Capital region,Females,16-74,unemployment,0.058
2011,Q1,Capital region,Females,16-24,unemployment,0.093
2011,Q1,Capital region,Females,25-54,unemployment,0.052
2011,Q1,Capital region,Females,55-74,unemployment,0.045
2011,Q1,Capital region,Females,16-64,unemployment,0.058
2011,Q1,Capital region,Females,25-64,unemployment,0.05
2011,Q1,Outside Capital region,Total,16-74,unemployment,0.065
2011,Q1,Outside Capital region,Total,16-24,unemployment,0.185
2011,Q1,Outside Capital region,Total,25-54,unemployment,0.043
2011,Q1,Outside Capital region,Total,55-74,unemployment,0.054
2011,Q1,Outside Capital region,Total,16-64,unemployment,0.065
2011,Q1,Outside Capital region,Total,25-64,unemployment,0.046
2011,Q1,Outside Capital region,Males,16-74,unemployment,0.079
2011,Q1,Outside Capital region,Males,16-24,unemployment,0.221
2011,Q1,Outside Capital region,Males,25-54,unemployment,0.059
2011,Q1,Outside Capital region,Males,55-74,unemployment,0.064
2011,Q1,Outside Capital region,Males,16-64,unemployment,0.082
2011,Q1,Outside Capital region,Males,25-64,unemployment,0.062
2011,Q1,Outside Capital region,Females,16-74,unemployment,0.047
2011,Q1,Outside Capital region,Females,16-24,unemployment,0.151
2011,Q1,Outside Capital region,Females,25-54,unemployment,0.025
2011,Q1,Outside Capital region,Females,55-74,unemployment,0.039
2011,Q1,Outside Capital region,Females,16-64,unemployment,0.045
2011,Q1,Outside Capital region,Females,25-64,unemployment,0.026
2011,Q2,Total,Total,16-74,unemployment,0.085
2011,Q2,Total,Total,16-24,unemployment,0.185
2011,Q2,Total,Total,25-54,unemployment,0.064
2011,Q2,Total,Total,55-74,unemployment,0.054
2011,Q2,Total,Total,16-64,unemployment,0.086
2011,Q2,Total,Total,25-64,unemployment,0.062
2011,Q2,Total,Males,16-74,unemployment,0.095
2011,Q2,Total,Males,16-24,unemployment,0.227
2011,Q2,Total,Males,25-54,unemployment,0.067
2011,Q2,Total,Males,55-74,unemployment,0.066
2011,Q2,Total,Males,16-64,unemployment,0.098
2011,Q2,Total,Males,25-64,unemployment,0.068
2011,Q2,Total,Females,16-74,unemployment,0.073
2011,Q2,Total,Females,16-24,unemployment,0.144
2011,Q2,Total,Females,25-54,unemployment,0.061
2011,Q2,Total,Females,55-74,unemployment,0.039
2011,Q2,Total,Females,16-64,unemployment,0.074
2011,Q2,Total,Females,25-64,unemployment,0.055
2011,Q2,Capital region,Total,16-74,unemployment,0.101
2011,Q2,Capital region,Total,16-24,unemployment,0.195
2011,Q2,Capital region,Total,25-54,unemployment,0.081
2011,Q2,Capital region,Total,55-74,unemployment,0.064
2011,Q2,Capital region,Total,16-64,unemployment,0.102
2011,Q2,Capital region,Total,25-64,unemployment,0.077
2011,Q2,Capital region,Males,16-74,unemployment,0.113
2011,Q2,Capital region,Males,16-24,unemployment,0.226
2011,Q2,Capital region,Males,25-54,unemployment,0.089
2011,Q2,Capital region,Males,55-74,unemployment,0.078
2011,Q2,Capital region,Males,16-64,unemployment,0.116
2011,Q2,Capital region,Males,25-64,unemployment,0.088
2011,Q2,Capital region,Females,16-74,unemployment,0.088
2011,Q2,Capital region,Females,16-24,unemployment,0.165
2011,Q2,Capital region,Females,25-54,unemployment,0.073
2011,Q2,Capital region,Females,55-74,unemployment,0.047
2011,Q2,Capital region,Females,16-64,unemployment,0.088
2011,Q2,Capital region,Females,25-64,unemployment,0.067
2011,Q2,Outside Capital region,Total,16-74,unemployment,0.054
2011,Q2,Outside Capital region,Total,16-24,unemployment,0.161
2011,Q2,Outside Capital region,Total,25-54,unemployment,0.031
2011,Q2,Outside Capital region,Total,55-74,unemployment,0.038
2011,Q2,Outside Capital region,Total,16-64,unemployment,0.056
2011,Q2,Outside Capital region,Total,25-64,unemployment,0.034
2011,Q2,Outside Capital region,Males,16-74,unemployment,0.063
2011,Q2,Outside Capital region,Males,16-24,unemployment,0.229
2011,Q2,Outside Capital region,Males,25-54,unemployment,0.028
2011,Q2,Outside Capital region,Males,55-74,unemployment,0.049
2011,Q2,Outside Capital region,Males,16-64,unemployment,0.066
2011,Q2,Outside Capital region,Males,25-64,unemployment,0.035
2011,Q2,Outside Capital region,Females,16-74,unemployment,0.043
2011,Q2,Outside Capital region,Females,16-24,unemployment,0.091
2011,Q2,Outside Capital region,Females,25-54,unemployment,0.034
2011,Q2,Outside Capital region,Females,55-74,unemployment,0.025
2011,Q2,Outside Capital region,Females,16-64,unemployment,0.044
2011,Q2,Outside Capital region,Females,25-64,unemployment,0.033
2011,Q3,Total,Total,16-74,unemployment,0.058
2011,Q3,Total,Total,16-24,unemployment,0.091
2011,Q3,Total,Total,25-54,unemployment,0.051
2011,Q3,Total,Total,55-74,unemployment,0.05
2011,Q3,Total,Total,16-64,unemployment,0.059
2011,Q3,Total,Total,25-64,unemployment,0.052
2011,Q3,Total,Males,16-74,unemployment,0.055
2011,Q3,Total,Males,16-24,unemployment,0.101
2011,Q3,Total,Males,25-54,unemployment,0.04
2011,Q3,Total,Males,55-74,unemployment,0.062
2011,Q3,Total,Males,16-64,unemployment,0.056
2011,Q3,Total,Males,25-64,unemployment,0.046
2011,Q3,Total,Females,16-74,unemployment,0.061
2011,Q3,Total,Females,16-24,unemployment,0.08
2011,Q3,Total,Females,25-54,unemployment,0.064
2011,Q3,Total,Females,55-74,unemployment,0.036
2011,Q3,Total,Females,16-64,unemployment,0.062
2011,Q3,Total,Females,25-64,unemployment,0.058
2011,Q3,Capital region,Total,16-74,unemployment,0.07
2011,Q3,Capital region,Total,16-24,unemployment,0.106
2011,Q3,Capital region,Total,25-54,unemployment,0.062
2011,Q3,Capital region,Total,55-74,unemployment,0.062
2011,Q3,Capital region,Total,16-64,unemployment,0.071
2011,Q3,Capital region,Total,25-64,unemployment,0.063
2011,Q3,Capital region,Males,16-74,unemployment,0.065
2011,Q3,Capital region,Males,16-24,unemployment,0.113
2011,Q3,Capital region,Males,25-54,unemployment,0.049
2011,Q3,Capital region,Males,55-74,unemployment,0.07
2011,Q3,Capital region,Males,16-64,unemployment,0.066
2011,Q3,Capital region,Males,25-64,unemployment,0.055
2011,Q3,Capital region,Females,16-74,unemployment,0.075
2011,Q3,Capital region,Females,16-24,unemployment,0.099
2011,Q3,Capital region,Females,25-54,unemployment,0.075
2011,Q3,Capital region,Females,55-74,unemployment,0.053
2011,Q3,Capital region,Females,16-64,unemployment,0.075
2011,Q3,Capital region,Females,25-64,unemployment,0.07
2011,Q3,Outside Capital region,Total,16-74,unemployment,0.035
2011,Q3,Outside Capital region,Total,16-24,unemployment,0.06
2011,Q3,Outside Capital region,Total,25-54,unemployment,0.032
2011,Q3,Outside Capital region,Total,55-74,unemployment,0.028
2011,Q3,Outside Capital region,Total,16-64,unemployment,0.036
2011,Q3,Outside Capital region,Total,25-64,unemployment,0.031
2011,Q3,Outside Capital region,Males,16-74,unemployment,0.038
2011,Q3,Outside Capital region,Males,16-24,unemployment,0.078
2011,Q3,Outside Capital region,Males,25-54,unemployment,0.024
2011,Q3,Outside Capital region,Males,55-74,unemployment,0.049
2011,Q3,Outside Capital region,Males,16-64,unemployment,0.038
2011,Q3,Outside Capital region,Males,25-64,unemployment,0.03
2011,Q3,Outside Capital region,Females,16-74,unemployment,0.032
2011,Q3,Outside Capital region,Females,16-24,unemployment,0.04
2011,Q3,Outside Capital region,Females,25-54,unemployment,0.041
2011,Q3,Outside Capital region,Females,55-74,unemployment,0.0
2011,Q3,Outside Capital region,Females,16-64,unemployment,0.034
2011,Q3,Outside Capital region,Females,25-64,unemployment,0.032
2011,Q4,Total,Total,16-74,unemployment,0.06
2011,Q4,Total,Total,16-24,unemployment,0.139
2011,Q4,Total,Total,25-54,unemployment,0.049
2011,Q4,Total,Total,55-74,unemployment,0.037
2011,Q4,Total,Total,16-64,unemployment,0.062
2011,Q4,Total,Total,25-64,unemployment,0.047
2011,Q4,Total,Males,16-74,unemployment,0.064
2011,Q4,Total,Males,16-24,unemployment,0.199
2011,Q4,Total,Males,25-54,unemployment,0.041
2011,Q4,Total,Males,55-74,unemployment,0.038
2011,Q4,Total,Males,16-64,unemployment,0.066
2011,Q4,Total,Males,25-64,unemployment,0.041
2011,Q4,Total,Females,16-74,unemployment,0.056
2011,Q4,Total,Females,16-24,unemployment,0.075
2011,Q4,Total,Females,25-54,unemployment,0.058
2011,Q4,Total,Females,55-74,unemployment,0.036
2011,Q4,Total,Females,16-64,unemployment,0.057
2011,Q4,Total,Females,25-64,unemployment,0.054
2011,Q4,Capital region,Total,16-74,unemployment,0.067
2011,Q4,Capital region,Total,16-24,unemployment,0.128
2011,Q4,Capital region,Total,25-54,unemployment,0.059
2011,Q4,Capital region,Total,55-74,unemployment,0.044
2011,Q4,Capital region,Total,16-64,unemployment,0.069
2011,Q4,Capital region,Total,25-64,unemployment,0.057
2011,Q4,Capital region,Males,16-74,unemployment,0.069
2011,Q4,Capital region,Males,16-24,unemployment,0.194
2011,Q4,Capital region,Males,25-54,unemployment,0.048
2011,Q4,Capital region,Males,55-74,unemployment,0.04
2011,Q4,Capital region,Males,16-64,unemployment,0.071
2011,Q4,Capital region,Males,25-64,unemployment,0.048
2011,Q4,Capital region,Females,16-74,unemployment,0.065
2011,Q4,Capital region,Females,16-24,unemployment,0.061
2011,Q4,Capital region,Females,25-54,unemployment,0.071
2011,Q4,Capital region,Females,55-74,unemployment,0.047
2011,Q4,Capital region,Females,16-64,unemployment,0.066
2011,Q4,Capital region,Females,25-64,unemployment,0.067
2011,Q4,Outside Capital region,Total,16-74,unemployment,0.047
2011,Q4,Outside Capital region,Total,16-24,unemployment,0.161
2011,Q4,Outside Capital region,Total,25-54,unemployment,0.028
2011,Q4,Outside Capital region,Total,55-74,unemployment,0.026
2011,Q4,Outside Capital region,Total,16-64,unemployment,0.048
2011,Q4,Outside Capital region,Total,25-64,unemployment,0.028
2011,Q4,Outside Capital region,Males,16-74,unemployment,0.054
