Year,Quarter,Sector,Employment,Value unit,value
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,400
2019,Q1,Manufacturing,Self employed,Jobs,400
2019,Q1,Construction,Self employed,Jobs,1800
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2000
2019,Q1,Information and communication,Self employed,Jobs,700
2019,Q1,Financial and insurance activities,Self employed,Jobs,100
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2400
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3500
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2900
2019,Q1,Total - All activities,Self employed,Jobs,16500
2019,Q2,"Agriculture, forestry and fishing",Total employment,Hours worked,2958300
2019,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,8935600
2019,Q2,Manufacturing,Total employment,Hours worked,7815000
2019,Q2,Construction,Total employment,Hours worked,5431900
2019,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,19238000
2019,Q2,Information and communication,Total employment,Hours worked,2885500
2019,Q2,Financial and insurance activities,Total employment,Hours worked,2146900
2019,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,6575900
2019,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,20671800
2019,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2919500
2019,Q2,Total - All activities,Total employment,Hours worked,72279700
2019,Q2,"Agriculture, forestry and fishing",Employees,Hours worked,2489000
2019,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,8871400
2019,Q2,Manufacturing,Employees,Hours worked,7752300
2019,Q2,Construction,Employees,Hours worked,5071200
2019,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,18864800
2019,Q2,Information and communication,Employees,Hours worked,2780700
2019,Q2,Financial and insurance activities,Employees,Hours worked,2136700
2019,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,6275300
2019,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,20126800
2019,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2600500
2019,Q2,Total - All activities,Employees,Hours worked,69705600
2019,Q2,"Agriculture, forestry and fishing",Self employed,Hours worked,469300
2019,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,64100
2019,Q2,Manufacturing,Self employed,Hours worked,62700
2019,Q2,Construction,Self employed,Hours worked,360700
2019,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,373200
2019,Q2,Information and communication,Self employed,Hours worked,104800
2019,Q2,Financial and insurance activities,Self employed,Hours worked,10200
2019,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,300700
2019,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,545000
2019,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,319000
2019,Q2,Total - All activities,Self employed,Hours worked,2574100
2019,Q2,"Agriculture, forestry and fishing",Total employment,Persons,7300
2019,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,24900
2019,Q2,Manufacturing,Total employment,Persons,22000
2019,Q2,Construction,Total employment,Persons,15300
2019,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,54600
2019,Q2,Information and communication,Total employment,Persons,8100
2019,Q2,Financial and insurance activities,Total employment,Persons,5700
2019,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,19600
2019,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,57800
2019,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,9800
2019,Q2,Total - All activities,Total employment,Persons,204600
2019,Q2,"Agriculture, forestry and fishing",Employees,Persons,5400
2019,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,24600
2019,Q2,Manufacturing,Employees,Persons,21800
2019,Q2,Construction,Employees,Persons,14000
2019,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,53200
2019,Q2,Information and communication,Employees,Persons,7700
2019,Q2,Financial and insurance activities,Employees,Persons,5600
2019,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,18300
2019,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,56100
2019,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,8200
2019,Q2,Total - All activities,Employees,Persons,194600
2019,Q2,"Agriculture, forestry and fishing",Self employed,Persons,1900
2019,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2019,Q2,Manufacturing,Self employed,Persons,300
2019,Q2,Construction,Self employed,Persons,1300
2019,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1400
2019,Q2,Information and communication,Self employed,Persons,400
2019,Q2,Financial and insurance activities,Self employed,Persons,0
2019,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1300
